Q1_AgeBracket,Q2_HouseholdSize,Q3_DietStyle,Q4_ExerciseFreq,Q5_EcoPriority,Q6_OrdersPerWeek,Q7_OrderWindows,Q8_AvgSpendAED,Q9_TipPct,Q10_DeliveryRadiusKm,Q11_FavCuisines,Q12_SpiceLevel,Q13_AllergyFlag,Q14_PackagingSustainScore,Q15_TraceabilityInterest,Q16_MealConfiguratorUse,Q17_DynamicPricingOpinion,Q18_ZeroWasteSubscription,Q19_LoyaltyPerk,Q20_FreshnessAlertsValue,Q21_GroupCartUsage,Q22_NetPromoterScore,Q23_ChurnIntent
5,1,2,1,4,3,Late-night,87.08,7.0,4.9,"Other,Mediterranean,Mexican",2,0,3,3,3,3,1,2,3,4,7,3
2,3,3,2,5,1,"Dinner,Breakfast",74.19,18.1,4.1,"Mediterranean,Indian,Japanese",4,0,4,3,3,4,2,3,3,4,7,4
2,2,1,1,1,1,Lunch,43.92,8.6,7.0,"Thai,Mexican,Other,Indian",1,0,2,4,2,4,2,2,4,1,8,4
3,2,1,2,4,3,"Late-night,Breakfast",52.64,11.0,6.7,"Indian,Other,Thai,Mexican",2,0,4,2,4,3,1,1,2,2,9,4
3,1,1,1,2,1,"Late-night,Dinner,Lunch",27.81,17.6,4.2,"Indian,Mediterranean",2,0,2,5,2,3,0,3,5,1,6,4
2,2,1,1,4,1,"Lunch,Dinner",42.05,14.4,4.5,Indian,2,0,4,5,3,2,1,3,2,4,5,4
6,1,1,1,3,5,"Breakfast,Late-night,Lunch",63.44,8.1,5.0,Mexican,3,1,4,3,3,4,0,1,2,1,2,2
4,2,5,3,1,5,"Lunch,Breakfast",57.66,0.0,6.6,"Thai,Indian",2,0,1,3,2,2,0,1,4,2,7,4
4,3,4,2,5,1,Lunch,84.83,11.9,3.9,"Thai,Mediterranean,Mexican,Other",1,0,5,5,2,3,2,4,3,5,6,4
5,2,1,2,2,2,"Breakfast,Late-night",147.87,10.4,6.4,"Japanese,Mexican,Other,Mediterranean",2,0,3,4,4,3,1,1,3,3,6,3
3,1,6,4,3,2,"Dinner,Breakfast,Late-night",45.68,7.1,9.0,Mediterranean,1,0,3,2,5,2,0,2,4,3,6,3
3,1,2,2,4,5,Dinner,66.38,11.1,5.7,"Mexican,Thai,Other,Indian",2,1,4,3,3,3,2,2,3,4,7,5
5,2,2,3,3,4,"Late-night,Breakfast",54.46,8.9,6.0,"Mediterranean,Japanese,Indian,Thai",1,0,3,3,2,3,0,2,2,2,6,4
2,2,5,3,4,2,"Lunch,Dinner,Late-night",68.26,9.7,4.2,"Indian,Mexican",1,1,3,3,3,2,2,4,5,2,10,4
2,3,1,2,2,2,"Breakfast,Dinner,Lunch",53.8,11.5,7.9,"Thai,Mexican",4,0,1,2,1,3,1,2,1,1,8,3
4,1,2,2,3,3,"Lunch,Breakfast",41.01,13.4,1.0,"Other,Mediterranean",1,0,3,2,3,3,0,3,3,3,1,2
4,1,1,1,2,2,"Breakfast,Lunch,Late-night",45.15,5.9,8.3,"Indian,Mediterranean,Mexican,Other",3,0,3,3,5,2,0,2,4,3,6,3
6,1,1,1,3,7,"Late-night,Breakfast,Lunch",36.24,11.5,5.5,"Japanese,Thai",2,0,3,2,5,2,0,2,3,1,8,3
3,1,2,2,4,1,"Lunch,Dinner",45.22,15.1,7.1,"Thai,Indian",2,1,4,4,4,5,2,4,4,1,3,5
3,3,1,1,3,6,Breakfast,150.07,12.2,5.4,"Mexican,Other,Mediterranean,Japanese",1,0,4,3,1,2,1,4,3,3,6,4
4,1,3,2,5,1,"Breakfast,Lunch",48.07,12.6,7.2,"Mexican,Japanese,Thai",2,1,5,3,3,2,2,2,4,1,4,5
4,2,1,1,4,1,Lunch,93.85,7.0,5.0,"Mediterranean,Indian",3,0,4,4,2,2,0,1,4,2,6,4
3,2,4,4,2,3,Lunch,41.85,7.4,7.9,"Thai,Indian",1,0,1,4,3,3,0,1,3,1,5,2
3,1,1,1,3,2,"Late-night,Dinner",152.59,6.9,8.1,"Indian,Japanese",1,0,2,3,2,4,1,1,4,4,10,5
2,2,5,3,3,3,"Lunch,Breakfast,Late-night",87.74,9.2,5.2,"Other,Thai",2,0,4,4,3,2,1,4,2,2,4,4
3,5,2,1,3,8,Lunch,99.57,13.1,8.2,"Thai,Mediterranean",3,0,4,4,2,3,0,3,5,4,8,4
6,1,6,2,3,3,"Breakfast,Dinner,Lunch",85.86,8.6,10.2,Indian,2,1,4,1,4,1,1,3,1,1,7,2
5,3,1,2,3,4,Late-night,74.5,10.8,7.2,Thai,3,0,2,3,3,3,1,4,2,1,5,4
5,1,2,3,4,5,Lunch,56.97,13.8,7.5,"Other,Indian,Mediterranean",3,1,3,5,3,3,2,4,4,4,8,5
3,1,2,1,3,3,"Lunch,Late-night,Dinner",57.3,1.7,6.8,"Other,Mexican,Thai,Japanese",2,0,2,4,2,3,0,1,4,3,4,4
4,2,1,1,3,3,Breakfast,46.11,9.6,4.1,"Mexican,Japanese",2,0,2,3,4,2,1,2,5,3,8,5
3,1,3,1,4,3,"Breakfast,Dinner,Late-night",62.07,18.4,4.5,"Mexican,Japanese",1,0,5,5,4,3,1,2,2,4,9,2
3,1,1,1,3,2,"Breakfast,Dinner,Late-night",189.37,14.4,1.0,"Japanese,Indian,Other,Mexican",4,0,2,3,4,3,0,4,3,2,4,3
5,2,1,2,4,2,"Late-night,Lunch,Dinner",53.55,12.1,7.5,Thai,1,0,3,4,2,2,0,2,3,3,9,4
3,2,5,2,2,2,Breakfast,66.54,9.3,7.8,"Mediterranean,Other,Mexican,Indian",2,1,2,3,4,2,0,1,4,4,1,5
3,2,6,4,4,6,"Dinner,Breakfast",32.81,13.9,5.3,"Indian,Mediterranean,Thai",2,0,4,5,3,4,0,2,2,4,5,5
4,4,1,2,2,1,"Breakfast,Dinner",188.57,3.5,7.1,Indian,2,0,2,4,4,2,0,2,4,1,7,4
3,1,2,2,4,3,Lunch,83.24,2.0,8.9,"Other,Mediterranean,Thai,Japanese",2,0,4,5,3,4,1,2,2,1,6,5
2,2,6,4,4,1,"Lunch,Late-night",83.55,18.1,6.4,"Other,Mediterranean,Indian,Thai",2,0,3,3,3,4,0,2,4,3,4,4
3,2,3,4,4,3,"Lunch,Late-night,Dinner",59.4,13.7,6.5,Mediterranean,2,1,3,4,3,3,2,4,3,2,4,5
3,1,3,2,5,6,Breakfast,54.46,7.7,7.4,Other,3,1,4,4,4,3,2,1,3,5,6,5
4,2,3,4,3,2,Dinner,91.77,9.0,6.0,"Japanese,Thai",4,0,4,5,4,4,0,1,2,3,5,3
4,1,5,2,3,1,Lunch,73.86,9.4,4.8,"Indian,Other,Mexican,Mediterranean",1,0,4,5,3,2,0,4,3,4,2,2
3,2,1,2,2,2,Lunch,47.53,8.9,1.9,"Indian,Japanese",3,0,2,2,3,4,1,1,1,5,4,4
2,2,1,1,4,3,Lunch,28.61,9.6,4.1,"Mexican,Indian",1,0,3,3,4,2,1,1,3,2,7,5
4,3,5,2,2,2,"Late-night,Dinner,Breakfast",92.59,14.1,5.8,Indian,2,1,2,4,4,5,2,1,2,2,2,4
3,3,4,4,5,6,"Late-night,Breakfast,Lunch",106.61,8.8,6.1,Japanese,2,1,4,4,1,4,0,3,3,1,7,4
5,1,4,2,3,1,"Dinner,Lunch,Late-night",81.66,9.5,6.8,"Mediterranean,Japanese,Indian",2,0,3,3,3,2,0,2,3,1,5,2
6,1,1,1,3,1,Late-night,77.54,14.6,7.0,"Japanese,Thai,Mediterranean",3,0,2,3,2,2,0,3,3,2,7,2
2,3,1,1,3,1,Breakfast,97.65,8.6,9.4,"Mexican,Thai,Indian,Japanese",2,0,3,4,3,4,0,2,3,4,3,4
2,3,2,2,4,1,"Dinner,Lunch",49.66,9.6,5.9,"Mexican,Thai",1,0,4,1,4,2,2,2,1,4,7,5
2,2,5,3,3,5,"Breakfast,Late-night",57.04,4.6,8.0,"Other,Thai,Mediterranean,Indian",1,1,2,2,4,2,1,2,2,1,7,4
4,3,1,1,4,3,"Lunch,Late-night",50.45,17.6,6.9,"Japanese,Mediterranean",3,0,5,3,2,3,0,4,2,5,6,2
5,1,2,2,3,2,Late-night,32.38,3.7,6.9,Mediterranean,1,0,2,4,1,3,1,2,3,2,6,3
3,2,1,1,2,3,"Lunch,Dinner",52.38,8.9,7.4,"Indian,Mediterranean,Mexican,Japanese",3,1,2,4,3,3,1,2,4,2,7,4
4,1,2,4,3,2,Lunch,52.03,8.5,6.0,"Mexican,Indian,Mediterranean",3,0,3,3,2,4,1,3,4,1,8,2
4,2,3,3,5,1,Late-night,61.0,12.1,8.4,"Thai,Indian,Other",3,1,5,3,4,3,2,1,3,3,7,4
6,2,6,2,2,3,"Breakfast,Late-night",81.25,0.8,4.7,"Mediterranean,Japanese",1,0,3,4,4,3,0,3,3,3,5,2
3,2,1,2,3,6,"Lunch,Dinner",62.05,6.7,7.0,"Thai,Other,Japanese,Mexican",3,0,3,3,4,3,0,1,3,4,7,3
4,5,4,1,3,1,Lunch,49.78,7.8,8.0,"Indian,Other",2,1,4,2,4,3,0,1,4,1,6,3
4,3,1,1,4,2,"Late-night,Dinner",46.73,10.5,9.3,"Indian,Other,Thai,Mexican",2,0,5,3,2,1,0,1,3,4,4,4
4,3,1,2,2,2,Lunch,56.31,6.9,6.8,Japanese,1,0,3,2,3,2,1,3,4,2,7,3
6,2,3,3,4,4,"Late-night,Lunch",83.3,18.6,5.9,"Mediterranean,Indian,Thai,Mexican",3,0,3,3,3,3,1,1,4,3,7,4
6,3,1,1,3,2,"Lunch,Late-night",111.67,2.7,6.9,"Mexican,Other,Japanese,Mediterranean",2,0,4,3,4,4,0,2,4,2,6,4
4,2,1,1,4,1,"Lunch,Late-night,Breakfast",48.65,9.3,7.9,"Mexican,Japanese,Mediterranean",1,1,5,2,2,2,2,2,4,1,9,4
3,2,1,1,2,4,Late-night,24.09,8.7,8.1,"Other,Japanese",1,1,3,3,4,2,1,3,3,2,8,4
5,3,1,1,3,1,"Lunch,Late-night,Dinner",183.14,14.8,6.9,"Other,Mexican,Thai",1,0,4,3,2,2,0,2,2,5,7,2
2,3,1,2,4,5,"Breakfast,Dinner,Late-night",57.88,6.8,5.4,Thai,3,0,4,4,3,2,1,2,4,4,6,5
3,3,5,4,3,2,"Lunch,Late-night,Breakfast",41.77,9.0,3.8,"Other,Mediterranean,Thai,Mexican",4,0,2,5,4,5,0,1,4,2,5,4
4,2,1,1,3,3,Dinner,60.5,9.3,5.7,"Mediterranean,Other",2,0,4,3,2,3,0,2,3,3,6,4
3,4,1,3,5,29,"Breakfast,Late-night",268.63,100.0,24.0,"Mediterranean,Other,Thai",2,0,5,4,4,5,2,4,3,2,8,2
6,4,1,1,4,2,"Breakfast,Dinner",92.05,17.3,6.3,"Thai,Japanese,Mediterranean,Other",2,0,5,4,4,4,0,2,2,1,2,2
5,1,5,3,1,2,"Breakfast,Lunch,Late-night",71.1,8.5,10.2,Mexican,2,0,1,3,4,4,1,1,4,1,3,5
4,1,1,1,3,3,Lunch,24.05,11.6,10.2,Other,2,0,4,2,4,2,0,2,4,2,7,3
4,3,2,2,4,2,Breakfast,57.02,4.1,7.1,"Indian,Mediterranean,Mexican,Other",3,0,3,3,3,3,2,3,3,4,7,4
5,1,2,3,3,8,Breakfast,66.06,11.6,5.5,"Mediterranean,Thai",1,0,3,3,2,3,0,2,4,3,2,3
4,1,1,1,2,3,"Breakfast,Lunch,Late-night",69.11,13.8,6.8,"Indian,Mediterranean",2,0,1,4,3,2,0,4,3,4,10,3
4,2,3,2,5,2,Late-night,49.33,7.2,7.1,Other,2,0,5,5,3,3,2,1,3,1,5,4
3,2,5,1,4,3,Dinner,56.41,11.8,4.5,"Thai,Japanese",2,0,4,4,4,3,2,3,4,4,8,5
3,3,2,3,4,2,"Late-night,Breakfast",55.22,11.8,5.9,Thai,2,0,4,3,3,3,1,2,3,2,9,4
5,1,3,1,4,5,"Lunch,Late-night",34.47,13.8,7.1,Thai,1,0,5,4,3,2,0,1,3,2,8,3
2,2,2,1,2,8,"Lunch,Dinner",35.69,14.3,5.8,Indian,2,0,3,2,2,3,2,1,3,5,9,5
3,1,6,2,1,1,Lunch,61.54,14.7,5.3,"Mexican,Mediterranean,Indian,Other",3,0,2,2,4,3,2,1,5,1,6,4
4,3,4,1,3,3,"Breakfast,Lunch",45.05,9.6,4.0,Thai,3,0,2,3,2,4,1,1,4,4,7,5
3,5,1,1,3,2,Breakfast,68.02,8.4,10.0,"Indian,Mexican",3,0,3,4,2,3,0,4,2,5,8,3
2,2,1,3,3,1,"Lunch,Dinner",119.99,8.6,5.4,"Other,Indian,Thai",3,0,3,4,5,2,1,3,3,3,6,5
4,1,1,1,2,2,Late-night,47.54,3.1,5.6,"Other,Mediterranean,Indian,Thai",2,0,1,3,3,3,1,3,4,2,9,4
4,3,3,1,2,2,"Dinner,Lunch,Breakfast",169.22,2.8,1.0,"Mediterranean,Other,Mexican",1,1,2,4,2,2,0,4,4,3,6,3
3,1,6,1,3,4,Late-night,53.17,10.0,7.2,"Mexican,Indian,Thai,Other",4,0,4,2,3,1,1,3,2,3,6,2
4,4,4,3,3,2,Dinner,40.4,10.8,4.7,"Other,Mediterranean",2,0,3,5,3,3,1,4,4,1,7,4
4,1,1,1,4,1,"Dinner,Late-night",42.92,5.6,5.0,Thai,1,0,3,4,2,1,1,1,1,2,4,5
3,1,2,4,3,3,"Lunch,Dinner",54.06,7.7,6.4,"Mediterranean,Indian,Mexican",1,0,3,3,3,3,0,3,2,1,7,4
4,1,6,4,2,6,"Lunch,Late-night,Breakfast",67.22,7.7,3.7,Other,2,0,1,4,4,2,2,3,3,5,5,4
3,1,2,2,4,4,"Dinner,Lunch,Breakfast",38.84,14.0,8.9,"Indian,Japanese",2,0,3,2,3,4,2,2,5,1,8,4
4,2,6,4,1,7,"Lunch,Dinner,Breakfast",50.36,6.6,6.5,Indian,2,0,2,4,4,3,1,2,2,2,6,3
2,2,1,2,2,7,Breakfast,42.0,6.9,6.5,"Mediterranean,Other",2,0,2,5,3,2,0,4,4,3,7,3
5,4,6,3,3,2,"Late-night,Dinner",105.96,11.9,5.3,"Japanese,Mediterranean",3,1,4,4,5,4,0,3,5,4,3,4
1,3,6,2,4,7,"Late-night,Lunch,Dinner",54.04,6.4,6.1,"Other,Indian",1,0,5,5,5,3,2,4,2,4,9,5
5,3,4,2,4,1,"Breakfast,Dinner",65.72,8.2,4.4,"Mexican,Japanese",3,0,3,3,4,2,2,2,4,4,4,3
5,3,3,1,5,24,Late-night,234.83,0.0,20.8,"Japanese,Indian",1,0,5,3,2,3,1,2,4,3,9,4
3,3,1,2,3,1,"Late-night,Dinner,Breakfast",74.81,11.0,6.7,Indian,2,0,2,4,2,3,0,4,3,2,8,3
4,1,1,3,4,4,"Dinner,Lunch",117.66,6.0,7.5,"Japanese,Mexican",4,0,3,4,5,3,1,1,3,2,6,4
3,1,3,3,3,27,"Lunch,Late-night",212.91,0.0,18.8,Other,1,0,2,4,2,4,0,1,4,4,1,2
3,2,1,2,4,1,"Lunch,Late-night,Breakfast",36.74,7.4,6.2,Mediterranean,2,0,5,4,3,4,2,1,4,4,8,5
4,3,1,1,3,1,"Lunch,Dinner,Late-night",94.41,8.3,7.2,"Mexican,Japanese,Indian",2,1,3,5,5,3,1,3,3,1,5,4
2,2,3,2,4,2,"Breakfast,Late-night,Dinner",61.93,12.7,6.7,"Mexican,Other,Mediterranean",1,0,5,4,2,3,1,1,3,4,6,4
2,2,1,3,2,5,Late-night,38.22,5.7,4.7,"Mexican,Mediterranean",3,1,3,2,4,3,0,2,1,3,8,3
3,2,1,1,3,1,"Lunch,Dinner,Late-night",61.44,6.0,4.4,"Mexican,Indian,Other,Mediterranean",3,1,3,5,3,3,1,2,4,1,9,1
4,2,2,3,2,3,"Breakfast,Lunch,Dinner",47.68,6.4,3.0,"Other,Mediterranean,Mexican,Thai",3,0,3,5,4,1,2,1,3,5,7,5
2,1,1,2,4,5,"Breakfast,Late-night,Dinner",76.42,18.8,7.8,"Mexican,Japanese,Other,Indian",2,0,4,2,1,2,2,2,4,1,7,5
3,4,2,4,3,1,Lunch,33.89,8.7,6.5,"Indian,Mediterranean,Thai",2,0,3,2,3,4,1,2,2,3,4,4
3,2,1,1,2,4,Late-night,33.31,8.9,8.1,"Thai,Other,Japanese,Mediterranean",3,0,3,2,2,5,2,1,4,1,5,4
5,4,2,2,4,2,"Breakfast,Lunch",66.27,8.7,9.0,"Mexican,Japanese,Thai,Mediterranean",2,0,5,3,5,3,0,1,1,2,7,3
3,2,6,2,4,3,"Late-night,Breakfast,Dinner",59.35,6.9,5.9,Japanese,2,1,3,3,4,3,0,2,4,4,8,3
3,2,1,1,4,2,"Lunch,Late-night",184.04,12.8,4.2,"Mediterranean,Indian,Mexican,Other",2,0,4,4,4,2,2,1,3,2,5,4
3,2,1,1,3,2,Breakfast,85.81,6.0,5.8,"Japanese,Mexican",2,1,2,4,3,1,1,1,4,4,7,3
3,2,5,1,3,2,Lunch,40.21,16.3,8.6,"Indian,Mexican",3,0,2,4,2,3,1,1,5,1,5,4
5,1,2,2,3,1,"Dinner,Late-night,Lunch",70.69,11.0,2.9,Mediterranean,2,0,4,5,4,2,0,4,1,1,7,3
4,1,1,1,4,1,"Lunch,Dinner,Breakfast",53.77,12.4,7.3,"Japanese,Mexican,Other,Mediterranean",4,0,5,4,4,2,0,3,4,2,3,3
3,3,2,1,4,3,"Dinner,Lunch,Breakfast",43.25,11.3,2.8,"Mediterranean,Thai,Japanese",2,0,5,3,3,1,0,2,3,1,7,3
3,2,2,1,5,2,Breakfast,109.93,9.3,6.6,Thai,2,1,5,5,3,4,2,1,2,3,7,5
4,2,6,2,2,5,"Late-night,Lunch,Dinner",92.62,15.8,8.2,"Indian,Japanese",3,1,1,5,4,4,2,3,3,3,7,5
5,3,3,1,3,4,"Breakfast,Late-night,Dinner",91.62,4.9,7.5,"Indian,Mexican",2,0,3,4,4,1,0,1,4,3,3,5
5,3,1,1,4,5,"Late-night,Lunch",71.36,7.5,2.2,"Thai,Indian,Mexican",2,1,4,3,2,3,0,3,5,2,5,4
2,1,1,4,3,1,"Breakfast,Lunch,Dinner",67.03,12.6,7.4,"Thai,Other",2,0,3,4,3,1,0,1,3,1,7,3
5,3,6,4,5,1,Breakfast,48.6,9.6,8.2,"Mexican,Indian",3,1,4,4,5,3,2,1,5,1,10,5
2,3,4,1,2,2,Lunch,70.94,12.5,7.1,Mexican,2,0,2,2,1,3,0,4,2,1,8,3
3,3,4,4,5,2,"Dinner,Late-night,Breakfast",60.23,8.7,5.2,Indian,2,0,5,4,3,4,0,2,4,1,5,4
4,2,1,1,2,1,Breakfast,38.42,12.9,6.1,Indian,1,0,3,5,2,3,1,1,4,3,5,3
3,2,1,1,3,4,Breakfast,74.87,12.4,4.9,"Indian,Japanese",3,0,4,5,3,4,1,1,4,2,8,4
3,2,1,1,3,1,Lunch,43.24,14.3,4.0,Mexican,3,1,3,4,3,3,0,2,3,4,8,5
4,3,1,1,3,2,"Breakfast,Late-night,Dinner",74.17,6.7,5.4,"Indian,Japanese,Thai,Other",2,0,3,3,2,4,0,3,3,2,6,3
6,1,2,2,3,2,"Dinner,Breakfast",45.97,15.4,9.8,"Indian,Mexican,Thai",2,0,4,3,2,1,0,3,4,2,8,3
4,2,3,1,4,3,"Lunch,Late-night,Dinner",82.34,15.8,4.5,"Other,Mexican",3,0,5,3,4,3,1,4,1,1,6,3
3,3,2,1,2,2,Lunch,35.04,17.2,9.7,"Mediterranean,Japanese,Other",1,1,2,3,3,4,0,1,2,4,5,4
1,3,6,3,2,2,Dinner,145.75,9.1,2.9,"Indian,Mexican",3,0,3,2,5,3,1,4,3,3,8,5
4,1,4,3,4,1,"Breakfast,Late-night,Dinner",93.77,12.3,7.2,"Other,Indian,Thai,Mediterranean",2,0,4,3,3,4,2,1,4,2,5,4
4,2,1,2,2,2,Lunch,23.09,2.2,7.1,Mediterranean,1,0,3,5,1,3,1,1,3,2,6,5
3,1,1,1,4,2,"Breakfast,Dinner,Lunch",60.23,16.4,1.1,Thai,1,0,3,5,3,1,0,2,3,4,2,4
6,3,5,1,4,3,Breakfast,77.26,12.7,4.3,"Other,Mexican,Indian",2,1,4,5,4,2,0,3,3,2,4,4
5,1,1,1,4,3,"Lunch,Breakfast",110.88,13.5,6.6,Japanese,1,0,5,4,3,2,1,4,3,2,6,5
4,2,2,3,3,2,"Breakfast,Dinner",85.73,0.8,6.7,"Japanese,Thai,Mediterranean,Mexican",1,0,4,4,3,5,1,1,2,4,1,3
3,3,1,1,2,3,Breakfast,48.18,6.5,5.3,"Mediterranean,Indian,Japanese",2,1,2,2,4,5,0,1,2,2,4,4
2,2,1,1,1,2,"Late-night,Lunch",95.7,6.5,5.7,"Mexican,Indian,Mediterranean",2,0,1,5,2,3,0,1,5,1,8,2
3,2,2,2,3,3,Breakfast,28.62,9.3,3.6,Thai,2,1,3,4,1,2,1,1,3,3,9,4
4,3,1,1,1,5,"Late-night,Dinner",75.73,7.1,6.6,"Indian,Mexican,Mediterranean,Thai",2,0,2,5,4,3,0,2,3,3,6,4
5,2,1,1,2,1,"Late-night,Lunch",67.2,6.4,4.0,"Mexican,Mediterranean,Indian",3,0,3,5,1,4,0,2,3,3,1,4
3,1,2,2,3,1,Dinner,79.81,0.0,9.6,"Other,Indian,Mediterranean,Japanese",2,0,4,2,3,4,1,4,5,2,8,2
3,2,2,3,4,2,"Dinner,Breakfast",82.52,14.8,10.3,Other,2,1,3,3,3,3,2,4,4,2,4,5
3,3,1,1,3,4,"Dinner,Lunch,Breakfast",32.44,5.0,4.8,"Other,Mexican,Indian,Japanese",2,0,3,4,3,4,1,4,2,3,3,2
3,2,1,1,4,2,"Late-night,Dinner,Lunch",79.43,17.6,5.3,"Japanese,Mexican,Other",3,0,3,4,3,3,2,4,4,3,5,4
3,4,1,3,3,2,Dinner,57.05,5.4,6.4,Other,4,0,4,5,4,4,0,3,5,3,6,3
4,1,3,1,5,1,"Dinner,Late-night,Breakfast",46.51,11.9,8.3,"Other,Mexican,Indian,Thai",2,0,4,4,3,3,2,1,5,4,4,5
3,3,3,3,4,5,"Late-night,Dinner,Breakfast",31.78,10.4,6.3,"Indian,Japanese,Mexican",1,0,3,5,2,2,1,4,4,3,10,5
3,2,5,4,4,1,Dinner,82.05,6.1,7.0,"Other,Mexican,Indian",1,0,5,3,3,2,0,3,5,3,10,4
6,2,3,1,4,2,"Late-night,Breakfast",92.96,14.0,7.9,Mediterranean,2,0,4,3,4,3,2,1,1,2,7,4
3,2,1,1,4,1,Late-night,29.76,16.5,4.4,"Indian,Mediterranean,Thai",2,0,4,4,4,4,0,2,5,1,2,4
4,2,1,3,3,4,"Late-night,Lunch",78.3,6.2,6.4,"Other,Indian",4,0,4,4,3,4,1,1,5,3,7,4
4,3,1,1,3,1,"Dinner,Late-night",54.87,13.8,3.0,"Japanese,Indian,Other",1,1,3,5,1,2,0,1,2,3,4,3
5,1,1,1,3,1,"Breakfast,Lunch,Late-night",86.61,5.0,7.1,"Japanese,Mexican",2,0,4,4,4,1,1,1,2,2,8,5
2,2,5,2,2,5,Late-night,22.88,10.0,3.6,"Mediterranean,Japanese",3,0,2,4,3,1,0,2,3,1,7,3
3,2,1,3,2,5,Breakfast,57.49,8.3,8.1,"Mediterranean,Thai,Indian",2,0,3,3,3,2,0,4,2,2,6,4
6,4,5,3,5,3,"Dinner,Breakfast,Late-night",141.31,15.5,5.3,"Thai,Indian,Mediterranean,Other",2,0,5,4,2,5,2,2,3,1,5,4
2,3,3,4,5,2,"Late-night,Dinner,Breakfast",46.36,3.7,7.7,"Mexican,Japanese,Thai,Mediterranean",4,1,5,4,3,2,2,2,2,1,7,5
4,2,2,2,3,3,"Dinner,Lunch,Late-night",91.66,4.3,3.4,"Mediterranean,Japanese,Indian,Mexican",2,1,3,2,1,4,0,4,4,3,6,2
5,2,5,4,3,2,Dinner,57.39,12.8,4.9,"Japanese,Other",2,0,3,2,1,2,0,1,3,3,5,4
6,2,1,2,3,3,Breakfast,30.23,2.9,4.5,"Indian,Japanese",3,0,2,5,3,3,0,1,4,4,7,4
3,2,1,1,3,2,"Dinner,Late-night",66.46,12.0,7.9,Indian,4,0,3,4,4,3,2,4,4,4,4,3
3,4,3,3,3,1,"Lunch,Dinner",52.3,11.2,9.7,"Mexican,Indian",2,0,3,3,4,3,2,4,3,2,9,4
2,1,2,4,4,3,Late-night,51.33,11.8,8.2,"Mexican,Thai,Mediterranean",4,0,4,3,3,3,2,2,4,3,6,5
2,2,6,2,4,1,Dinner,53.81,11.2,8.1,"Thai,Mediterranean,Japanese,Indian",1,0,4,2,4,2,2,2,2,2,6,3
2,3,3,2,5,11,"Late-night,Breakfast",23.8,11.8,9.2,"Thai,Indian,Japanese,Other",2,0,5,4,3,3,0,1,4,1,5,2
3,2,6,3,4,2,"Lunch,Late-night",124.28,11.2,8.1,"Thai,Other,Mexican,Mediterranean",3,0,4,3,3,3,1,3,3,3,5,4
3,1,2,2,4,2,"Dinner,Late-night,Lunch",64.89,12.4,3.3,"Thai,Mediterranean,Indian",2,0,4,3,1,3,1,2,5,5,5,4
6,2,2,2,3,1,"Lunch,Dinner,Breakfast",42.81,7.4,7.8,Indian,3,0,4,5,5,3,0,1,5,3,6,2
5,3,1,2,4,1,"Breakfast,Dinner",103.04,15.5,3.6,"Mediterranean,Thai,Japanese",3,1,3,1,3,4,2,1,3,2,8,4
2,3,1,2,3,8,"Lunch,Dinner,Late-night",141.61,7.2,5.9,"Mediterranean,Thai,Japanese",2,0,4,4,1,3,0,3,5,1,10,3
4,3,5,1,3,1,Dinner,44.59,0.0,7.4,"Other,Japanese,Mediterranean,Indian",3,0,2,3,1,4,0,4,1,2,5,5
4,2,1,1,3,3,"Late-night,Lunch",42.29,7.5,2.3,"Indian,Other,Japanese,Mexican",2,0,4,3,2,3,2,3,3,4,7,5
2,2,6,3,3,6,"Dinner,Late-night,Breakfast",18.9,5.0,5.6,Mexican,2,1,3,2,4,2,0,3,2,3,5,2
3,3,4,1,5,1,"Late-night,Dinner,Lunch",93.63,11.9,7.6,"Japanese,Thai,Mediterranean,Indian",1,1,5,4,4,3,2,1,5,5,8,5
2,2,6,2,3,1,"Breakfast,Dinner",32.48,5.3,3.9,"Other,Thai",2,0,3,3,3,2,0,1,1,1,7,2
5,2,1,4,4,3,Breakfast,85.47,20.2,4.8,"Mexican,Indian",3,0,4,4,3,4,2,1,4,3,4,5
3,2,2,2,3,23,Lunch,323.61,100.0,21.3,"Indian,Other",3,1,3,3,2,4,1,4,3,4,6,3
6,4,4,2,5,2,"Late-night,Lunch",97.41,9.2,4.8,"Mediterranean,Indian",3,0,5,5,2,3,1,3,3,3,4,5
2,3,1,2,3,2,"Lunch,Dinner",39.71,8.3,4.2,Other,4,1,2,3,1,2,0,3,2,3,7,3
4,2,4,2,3,1,"Lunch,Late-night",44.14,9.9,7.7,"Mediterranean,Indian,Thai",2,1,3,3,4,3,1,1,4,3,4,4
4,2,3,2,3,2,Late-night,97.96,3.0,4.1,"Indian,Japanese,Other",3,0,3,1,3,2,0,4,4,1,8,3
4,3,6,1,2,3,"Breakfast,Late-night",75.43,13.3,2.5,Mediterranean,3,0,2,4,4,3,2,4,3,5,6,5
2,4,1,1,3,2,Late-night,44.59,8.5,6.2,"Other,Thai,Japanese",2,1,4,3,3,3,0,2,3,1,6,1
3,3,6,2,4,3,Lunch,37.08,7.1,3.1,Other,4,0,5,4,3,1,1,2,3,3,6,4
4,2,1,1,3,1,Breakfast,37.04,14.6,4.8,Mediterranean,2,0,2,4,3,1,0,1,3,2,6,3
